螟沥家疙,斥/岿/老,雀瞒,荐缴(m),荐柯(∩),DO(Х/L),BOD(Х/L),COD(Х/L),努肺肺鞘 a(Х/З),TN(Х/L),TP(Х/L),TOC(Х/L),荐家捞柯丑档,其愁幅(Х/L),傈扁傈档档(レS/Н),醚措厘闭焙荐(醚措厘闭焙荐/100ml),墨靛古(Х/L),矫救(Х/L),吵(Х/L),6啊农芬(Х/L),厚家(Х/L),荐篮(Х/L),备府(Х/L),酒楷(Х/L),农芬(Х/L),聪奶(Х/L),官俘(Х/L),伎饭唇(Х/L),侩粮醚龙家(Х/L),鞠葛聪酒己 龙家(Х/L),龙魂己 龙家(Х/L),侩粮醚牢(Х/L),牢魂堪牢(Х/L),SS(Х/L),琼荤努肺肺亥哩 (Ф/L),盒盔己措厘闭焙荐,阂家(Х/L),祸档(Х/L),畴富琼魂眠免拱龙(Х/L),侩秦己噶埃(Х/L),侩秦己枚(Х/L),澜捞柯拌搁劝己力(Х/L),飘府努肺肺俊瓶坊 (Х/L),抛飘扼努肺肺俊瓶坊(Х/L),荤堪拳藕家,1.2-叼努肺肺俊藕(Х/L),叼努肺肺皋藕(Х/L),亥哩(Х/L),弃府农肺府匙捞萍飘厚其匆(Х/L),蜡扁牢(Х/L),救萍阁 (Х/L),努肺肺器抚 (Х/L),叼俊瓶琼角橇呕饭捞飘 (Х/L),1.4-促捞苛技牢 (Х/L),捧疙档(m),蜡樊(З/s),器抚舅单洒靛(Х/L)
林鞠达,2016-02-23,4雀瞒,95.27,4.9,10.1,0.4,2.3,2.7,0.643,0.005,2.2,6.9,0,83,0,,,,,,,,,,,,,0.633,0.074,0.416,0.004,0.001,1.6,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2016-03-02,1雀瞒,95.1,5.6,10.9,0.7,2.1,3.2,0.697,0.014,1.9,6.7,0,84,0,,,,,,,,,,,,,0.688,0.081,0.409,0.007,0.003,1.5,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2016-03-08,2雀瞒,96.7,5.6,11.4,0.9,2.3,3.5,0.652,0.018,2,6.9,0,81,13,0,0,0,0,0.00071,0,,,,,,,0.622,0.071,0.444,0.004,0.002,1.6,0,1,,,,,,0,0,0,0,0,0,0,,,0.0001,0,,0,,,0
林鞠达,2016-03-15,3雀瞒,97.23,5.9,10.7,0.7,2.5,2.4,0.68,0.006,2.1,7.6,0,84,5,,,,,,,,,,,,,0.668,0.077,0.475,0.003,0.002,1.4,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2016-03-22,4雀瞒,97.28,7.2,11.5,0.5,2.3,4.7,0.741,0.013,2,7.5,0,86,0,,,,,,,,,,,,,0.702,0.049,0.576,0.007,0.002,1.4,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2016-03-29,5雀瞒,97.18,7.5,11.2,0.8,2.3,4.8,0.717,0.015,2.1,7.7,0,80,1,,,,,,,,,,,,,0.68,0.044,0.53,0.011,0,1.6,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2016-04-05,1雀瞒,97.06,8.1,10.4,1,2.7,3.6,0.79,0.012,2.1,7.6,0,80,3,0,0,0.00003,0,0.00056,0,,,,,,,0.703,0.061,0.51,0.009,0.001,1.7,,0,,,,,,0,,,,,,,,,0.0001,,,,,,
林鞠达,2016-04-12,2雀瞒,97.14,8.9,10,0.8,2.3,3.2,0.937,0.022,1.9,7.8,0,84,1,,,,,,,,,,,,,0.812,0.071,0.542,0.014,0.004,1.6,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2016-04-18,3雀瞒,97.98,9.1,10.3,0.8,2.6,3.8,0.721,0.02,2.2,7.7,0,82,8,,,,,,,,,,,,,0.705,0.066,0.578,0.017,0.007,2.3,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2016-04-26,4雀瞒,98.82,10.1,9.6,0.8,2.3,2.1,0.802,0.012,1.9,7.4,0,83,11,,,,,,,,,,,,,0.744,0.063,0.5,0.004,0,1.5,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2016-05-03,1雀瞒,100.49,10.3,9.3,0.9,2.7,3.7,0.803,0.006,2.1,6.9,0,80,34,0,0,0,0,0.00063,0,,,,,,,0.788,0.073,0.553,0.006,0.004,2.5,,0,,,,,,0,,,,,,,,,0,,,,,,
林鞠达,2016-05-09,2雀瞒,101.51,10.7,9.1,1.2,2.7,4.7,0.843,0.01,2,7,0,83,7,,,,,,,,,,,,,0.763,0.066,0.622,0.004,0.001,2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2016-05-17,3雀瞒,101.46,12.6,9.3,0.9,2.5,1.4,0.982,0.022,2.1,7.2,0,84,3,,,,,,,,,,,,,0.64,0.064,0.517,0.005,0.002,1.8,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2016-05-24,4雀瞒,100.97,12.1,10.4,1,2.9,2.7,0.85,0.036,1.8,7.6,0,83,21,,,,,,,,,,,,,0.792,0.025,0.646,0.017,0.003,1.5,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2016-05-31,5雀瞒,100.5,14.8,9.5,0.7,2.5,1.4,0.734,0.017,1.6,7.1,0,84,0,,,,,,,,,,,,,0.713,0.016,0.58,0.009,0.005,1.1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2016-06-07,1雀瞒,99.82,13.7,9.1,0.5,2.4,2.2,1.126,0.012,1.9,6.6,0,85,3,0,0,0.00001,0,0.0006,0.0000001,,,,,,,0.899,0.018,0.635,0.007,0.004,1.3,,0,,,,,,0,,,,,,,,,,,,,,,
林鞠达,2016-06-14,2雀瞒,99.09,16.3,9.1,0.7,2.5,2.3,0.837,0.019,2.1,7.4,0,78,3,,,,,,,,,,,,,0.817,0.01,0.616,0.012,0.002,1.4,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2016-06-20,3雀瞒,98.44,16.8,8.1,0.8,3,3.1,0.491,0.003,2.2,7,0,88,1,,,,,,,,,,,,,0.478,0.019,0.437,0.002,0.001,1.8,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2016-06-28,4雀瞒,98.34,14.4,7.1,0.9,2.7,2.8,0.766,0.014,2.2,7.4,0,71,6,,,,,,,,,,,,,0.649,0.018,0.55,0.004,0.001,1.8,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2016-07-04,1雀瞒,101.48,15.7,5.9,1.6,2.9,2.8,0.865,0.019,2.8,7.1,0,77,8,0,0,0.00015,0,0.00068,0.0000001,,,,,,,0.833,0.022,0.54,0.009,0.004,2.3,,3,,,,,,0,,,,,,,0,0,0.0001,,,,,,
林鞠达,2016-07-11,2雀瞒,102.3,19.2,7.1,1.8,3.2,2.3,0.829,0.028,2.4,7.7,0,79,91,,,,,,,,,,,,,0.788,0.017,0.568,0.018,0.01,2.2,,21,,,,,,,,,,,,,,,,,,,,,
林鞠达,2016-07-19,3雀瞒,102.01,19.1,4.9,0.9,3.4,2.6,0.778,0.018,2.2,7.8,0,77,141,,,,,,,,,,,,,0.757,0.02,0.604,0.011,0.008,2,,3,,,,,,,,,,,,,,,,,,,,,
林鞠达,2016-07-26,4雀瞒,101.24,18.2,4.1,0.8,3.7,1.7,0.847,0.022,2.4,7.4,0,79,43,,,,,,,,,,,,,0.807,0.007,0.534,0.013,0.003,1.8,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2016-08-02,1雀瞒,100.55,18.3,3.9,1.2,3.4,1,0.806,0.022,2.5,7.2,0,78,13,,,,,,,,,,,,,0.772,0.013,0.549,0.012,0.002,1.7,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2016-08-08,2雀瞒,100.01,18.4,3.7,0.7,3.1,1,0.78,0.013,2.2,6.9,0,78,477,0,0,0.0002,0,0.00083,0,,,,,,,0.729,0.012,0.561,0.004,0,1.7,,401,,,,,,0,,,,,,,,,0.0001,,,,,,
林鞠达,2016-08-17,3雀瞒,99.39,18.3,3.1,0.5,3.1,1.8,0.702,0.006,2.6,7.1,0,70,7,,,,,,,,,,,,,0.667,0.01,0.523,0.001,0,2.4,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2016-08-22,4雀瞒,99.06,18.3,3,0.8,3.1,1.3,0.665,0.002,2.9,7.1,0,82,18,,,,,,,,,,,,,0.649,0.063,0.452,0,0,2.5,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2016-08-30,5雀瞒,98.61,16.3,3.6,0.8,3.4,1.5,0.793,0.027,2.4,6.7,0,80,1,,,,,,,,,,,,,0.746,0.036,0.482,0.018,0.001,2.8,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2016-09-06,1雀瞒,98.33,18.3,3.2,0.9,2.6,1.7,0.695,0.008,2.4,6.7,0,78,11,0,0,0.00001,0,0.00085,0.0000004,,,,,,,0.671,0.043,0.496,0.003,0.001,2.5,0,1,,,,,,0,0,0,0,0,0,0,,,0.0001,0,,0,,,0
林鞠达,2016-09-12,2雀瞒,98.02,18,4.1,0.8,3.4,2.8,0.663,0.035,3.6,6.8,0,81,13,,,,,,,,,,,,,0.629,0.097,0.36,0,0,2.4,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2016-09-19,3雀瞒,99.61,18.1,3.6,0.9,3.5,1.8,0.967,0.026,2.1,6.6,0,82,28,,,,,,,,,,,,,0.743,0.099,0.36,0.011,0.001,2.3,,11,,,,,,,,,,,,,,,,,,,,,
林鞠达,2016-09-27,4雀瞒,99.45,17.7,4.1,0.9,3.9,3.6,0.809,0.033,2.5,6.6,0,82,38,,,,,,,,,,,,,0.7,0.182,0.256,0.017,0.003,3.2,,13,,,,,,,,,,,,,,,,,,,,,
林鞠达,2016-10-04,1雀瞒,99.74,18,2.9,1.6,3.5,2.8,0.812,0.024,2.5,6.7,0,86,15,,,,,,,,,,,,,0.679,0.188,0.245,0.014,0.002,3.3,,3,,,,,,,,,,,,,,,,,,,,,
林鞠达,2016-10-10,2雀瞒,103.03,18.5,5.5,1.2,3.8,4.2,0.691,0.007,2.5,6.3,0,80,28,0,0,0.0001,0,0.001,0,,,,,,,0.49,0.137,0.256,0.005,0.003,2.3,,3,,,,,,0,,,,,,,,,0.0001,,,,,,
林鞠达,2016-10-18,3雀瞒,103.77,16.5,4.9,1,3.2,4.6,0.814,0.021,2.2,6.2,0,83,19,,,,,,,,,,,,,0.765,0.091,0.594,0.006,0.002,1.7,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2016-10-25,4雀瞒,103.95,16.7,4.6,0.9,3.5,7.5,0.776,0.026,2.4,6.7,0,78,6,,,,,,,,,,,,,0.69,0.181,0.375,0.005,0.001,2.2,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2016-11-02,1雀瞒,103.85,15.3,4.5,0.9,3.3,6.1,0.86,0.015,2.4,6.5,0,83,7,0,0,0.00003,0,0.0016,0,,,,,,,0.815,0.253,0.424,0.011,0.002,2.4,,1,,,,,,0,,,,,,,,,0,,,,,,
林鞠达,2016-11-07,2雀瞒,103.75,15.9,6.6,1,3.5,7,0.877,0.02,2.3,6.8,0,86,3,,,,,,,,,,,,,0.867,0.229,0.432,0.017,0.01,2.6,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2016-11-14,3雀瞒,103.6,14.8,5.5,0.8,3.3,8.3,0.802,0.036,2.5,7,0,85,1,,,,,,,,,,,,,0.72,0.148,0.487,0.02,0.002,2.3,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2016-11-21,4雀瞒,103.59,14.3,4.1,1,3.3,5.4,0.772,0.042,2.3,6.7,0,86,5,,,,,,,,,,,,,0.74,0.213,0.416,0.029,0.001,1.9,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2016-11-29,5雀瞒,103.43,12.7,4.1,1.1,3,3.1,0.845,0.012,2.5,7.1,0,88,7,,,,,,,,,,,,,0.811,0.306,0.393,0.005,0.004,1.3,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2016-12-05,1雀瞒,103.24,12,4.3,0.7,3,2.3,0.867,0.013,2.2,6.9,0,90,3,0.00001,0,0.00005,0,0.00389,0.0000003,,,,,,,0.829,0.336,0.352,0.005,0.004,1.4,,0,,,,,,0,,,,,,,,,0.0001,,,,,,
林鞠达,2016-12-12,2雀瞒,102.94,10.8,6.2,0.7,3,1.8,0.788,0.008,2.1,6.8,0,79,27,,,,,,,,,,,,,0.738,0.188,0.506,0.001,0,1.6,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2016-12-19,3雀瞒,102.64,10.5,6.8,0.9,3,1.8,0.753,0.008,2.1,6.8,0,80,14,,,,,,,,,,,,,0.734,0.067,0.471,0.005,0,1.1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2016-12-26,4雀瞒,102.56,9.7,7.9,0.6,2.8,1.2,0.752,0.009,2.2,7,0,71,11,,,,,,,,,,,,,0.693,0.069,0.474,0,0,1,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2017-01-02,1雀瞒,102.44,8.9,8.6,0.8,2.9,1.2,0.774,0.013,2.1,6.9,0,77,9,,,,,,,,,,,,,0.745,0.065,0.526,0.008,0.006,0.9,,2,,,,,,,,,,,,,,,,,,,,,
林鞠达,2017-01-09,2雀瞒,102.24,8.4,9.2,0.5,2.8,1.2,0.712,0.01,2,6.6,0,76,10,0,0,0.00001,0,0.00045,0,,,,,,,0.697,0.05,0.567,0.009,0.004,1.1,,0,,,,,,0,,,,,,,,,0,,,,,,
林鞠达,2017-01-16,3雀瞒,102.01,7.4,7.6,0.7,2.9,1.7,0.732,0.011,2.1,6.7,0,75,20,,,,,,,,,,,,,0.709,0.037,0.531,0.004,0,0.9,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2017-01-23,4雀瞒,101.79,6.7,10.1,0.6,2.8,1.8,0.729,0.011,2.1,6.9,0,77,13,,,,,,,,,,,,,0.709,0.036,0.568,0.007,0.001,1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2017-02-01,1雀瞒,101.5,6.1,10.8,0.6,2.6,2.2,0.76,0.014,2.1,7,0,78,1,,,,,,,,,,,,,0.703,0.026,0.468,0.008,0,1.1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2017-02-06,2雀瞒,101.34,5.9,10.6,0.6,2.8,2.1,0.747,0.017,2,7.4,0,77,1,0,0,0.00001,0,0.00046,0,,,,,,,0.74,0.02,0.579,0.009,0.008,1.2,,0,,,,,,0,,,,,,,,,0,,,,,,
林鞠达,2017-02-13,3雀瞒,101.12,5.8,12.9,0.6,2.8,2,0.707,0.009,2.1,7.2,0,84,0,,,,,,,,,,,,,0.676,0.023,0.576,0,0,1.1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2017-02-20,4雀瞒,100.88,5.4,11.1,0.6,3,2.5,0.624,0.008,1.9,6.9,0,76,1,,,,,,,,,,,,,0.62,0.019,0.574,0.005,0.005,1.3,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2017-02-27,5雀瞒,100.72,5.4,11.3,0.6,2.9,2.8,0.734,0.011,2,6.7,0,77,1,,,,,,,,,,,,,0.701,0.017,0.558,0.007,0,1.1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2017-03-06,1雀瞒,100.49,5.5,11.9,0.6,2.9,3.5,0.733,0.004,2,6.6,0,74,14,0,0,0,0,0.00053,0.0000002,,,,,,,0.716,0.02,0.592,0.003,0.002,1.2,0,0,,,,,,0,0,0,0,0,0,0,,,0,0,,0,,,0
林鞠达,2017-03-13,2雀瞒,100.22,6.5,11.2,0.6,2.9,3.3,0.768,0.012,2.1,7.1,0,77,1,,,,,,,,,,,,,0.753,0.024,0.551,0.005,0.002,1.3,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2017-03-20,3雀瞒,99.94,7,11.4,0.6,2.8,3.3,0.795,0.005,2,6.9,0,75,1,,,,,,,,,,,,,0.723,0.028,0.549,0.005,0,1.6,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2017-03-27,4雀瞒,99.7,6.9,11,0.8,3,3.8,0.828,0.01,2.1,6.9,0,76,0,,,,,,,,,,,,,0.822,0.034,0.581,0.004,0.003,1.3,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2017-04-03,1雀瞒,99.45,7.3,10.8,0.7,2.8,3.8,0.836,0.016,2,7,0,77,0,0,0,0.00001,0,0.00051,0.0000006,,,,,,,0.793,0.024,0.555,0.008,0.001,1.3,,0,,,,,,0,,,,,,,,,0,,,,,,
林鞠达,2017-04-10,2雀瞒,99.49,8.9,10.7,0.5,2.8,3.2,0.746,0.008,2,7.3,0,76,2,,,,,,,,,,,,,0.645,0.03,0.557,0.005,0,1.2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2017-04-17,3雀瞒,99.38,9.5,10.2,0.6,2.8,4.2,0.748,0.008,2,7.1,0,77,7,,,,,,,,,,,,,0.718,0.025,0.56,0.004,0.004,1.2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2017-04-24,4雀瞒,99.17,10.3,11.2,0.8,2.8,3.8,0.734,0.009,2,6.9,0,76,13,,,,,,,,,,,,,0.717,0.032,0.573,0.006,0.001,1.1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2017-05-08,1雀瞒,98.58,11.7,11.3,1.3,3,2.8,0.759,0.014,2,6.8,0,85,1,0,0,0.00008,0,0.0005,0.0000014,,,,,,,0.751,0.05,0.525,0.008,0.007,1.5,,0,,,,,,0,,,,,,,,,0,,,,,,
林鞠达,2017-05-15,2雀瞒,98.24,12.5,10.9,0.8,3,4.3,0.755,0.008,2.2,7.1,0,76,1,,,,,,,,,,,,,0.745,0.079,0.498,0.007,0.006,1.3,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2017-05-23,3雀瞒,97.74,15.2,11.1,1.2,3.5,6.5,0.759,0.022,2.4,7.3,0,89,0,,,,,,,,,,,,,0.712,0.09,0.478,0.003,0.002,1.7,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2017-05-29,4雀瞒,97.31,13.8,7.9,0.9,2.9,2.1,0.727,0.019,2.3,7,0,81,1,,,,,,,,,,,,,0.702,0.09,0.46,0.002,0.001,1.2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2017-06-05,1雀瞒,96.87,13.3,7.6,0.8,3,2,0.713,0.008,2.3,7,0,81,0,0,0,0,0,0.00052,0.0000004,,,,,,,0.708,0.09,0.476,0.006,0.005,0.6,,0,,,,,,0,,,,,,,,,0,,,,,,
林鞠达,2017-06-12,2雀瞒,96.42,13.8,7.5,0.6,2.9,2.3,0.676,0.007,2.4,7.2,0,81,1,,,,,,,,,,,,,0.651,0.067,0.522,0.004,0,1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2017-06-19,3雀瞒,95.82,14.5,7.4,1,2.8,2.9,0.645,0.006,2.2,6.9,0,80,3,,,,,,,,,,,,,0.634,0.056,0.494,0.003,0.002,0.9,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2017-06-26,4雀瞒,95.17,14.8,6.8,0.8,3.2,3.6,0.667,0.006,2.4,7,0,80,11,,,,,,,,,,,,,0.64,0.042,0.503,0.001,0.001,1.1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2017-07-03,1雀瞒,94.75,14.8,6.2,0.7,3.1,4.1,0.659,0.013,2.6,7.2,0,83,51,,,,,,,,,,,,,0.637,0.007,0.517,0.01,0.009,1.4,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2017-07-10,2雀瞒,95.11,15.6,6.3,0.7,3,3,0.605,0.012,2.3,7.4,0,80,15,0,0,0,0,0.0005,0.0000004,,,,,,,0.587,0.018,0.477,0.008,0.007,1,,0,,,,,,0,,,,,,,0,0,0,,,,,,
林鞠达,2017-07-17,3雀瞒,94.82,16,5.8,0.7,2.8,1.8,0.556,0.008,2.3,7.9,0,79,3,,,,,,,,,,,,,0.553,0.012,0.488,0.005,0.005,1.1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2017-07-25,4雀瞒,94.42,16.4,5.2,0.6,2.9,1.7,0.621,0.012,2.2,6.9,0,81,7,,,,,,,,,,,,,0.599,0.01,0.501,0.008,0.004,0.8,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2017-08-07,1雀瞒,93.7,16.6,4,0.7,2.9,1.8,0.588,0.014,2.2,7.2,0,83,3,0,0,0,0,0.0005,0,,,,,,,0.573,0.012,0.517,0.006,0.005,1.2,,0,,,,,,0,,,,,,,,,0,,,,,,
林鞠达,2017-08-14,2雀瞒,93.34,16.3,3.8,1,3,2.4,0.515,0.014,2.3,6.8,0,81,1,,,,,,,,,,,,,0.491,0.022,0.37,0.004,0.003,1.2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2017-08-21,3雀瞒,94.02,16,3.3,0.8,3.1,2.7,0.538,0.009,2.3,7.2,0,86,1,,,,,,,,,,,,,0.522,0.03,0.409,0.005,0.001,1.4,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2017-08-28,4雀瞒,95.73,16.3,3,0.8,3.1,2.3,0.624,0.018,2.4,6.8,0,84,4,,,,,,,,,,,,,0.6,0.041,0.384,0.008,0.006,1.2,,1,,,,,,,,,,,,,,,,,,,,,
林鞠达,2017-09-05,1雀瞒,95.34,15.7,2.6,1.1,3.4,2.1,0.628,0.012,2.7,6.6,0,85,13,0,0,0.00001,0,0.00071,0,,,,,,,0.614,0.074,0.379,0.004,0.003,1.5,0,3,,,,,,0,0,0,0,0,0,0,,,0,0,,0,,,0
林鞠达,2017-09-11,2雀瞒,95.44,15.6,2.7,0.8,3.2,4,0.639,0.012,2.4,6.8,0,85,4,,,,,,,,,,,,,0.625,0.036,0.436,0.006,0.005,1.9,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2017-09-18,3雀瞒,95.64,15.5,2.6,0.9,3.1,3.2,0.656,0.015,2.5,6.9,0,89,4,,,,,,,,,,,,,0.621,0.086,0.408,0.006,0.002,1.2,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2017-09-25,4雀瞒,95.31,15.5,2.7,1.2,3.5,4.4,0.911,0.029,2.6,7,0,90,1,,,,,,,,,,,,,0.849,0.119,0.598,0.019,0.015,1.7,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2017-10-10,1雀瞒,95.93,17.2,3,1.1,3.2,3,0.633,0.012,2.5,6.7,0,88,13,0,0,0,0,0.00099,0.0000008,,,,,,,0.619,0.098,0.417,0.01,0.009,2,,1,,,,,,0,,,,,,,,,0,,,,,,
林鞠达,2017-10-16,2雀瞒,95.91,16.3,2.7,1,3.3,4.3,0.625,0.029,2.2,6.6,0,88,14,,,,,,,,,,,,,0.614,0.137,0.364,0.022,0.02,1.7,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2017-10-23,3雀瞒,95.76,15.9,2.7,0.9,3.2,2.9,0.635,0.017,2.2,6.4,0,91,7,,,,,,,,,,,,,0.607,0.114,0.302,0.002,0.001,1.5,,2,,,,,,,,,,,,,,,,,,,,,
林鞠达,2017-10-30,4雀瞒,95.48,15,3.1,0.9,3.3,4.3,0.586,0.012,2.3,6.8,0,90,7,,,,,,,,,,,,,0.583,0.103,0.34,0.009,0.004,1.8,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2017-11-06,1雀瞒,95.2,14.2,4.5,0.9,3.3,4.5,0.751,0.023,2.4,6.7,0,95,14,,0,0.00002,,0.00057,0.0000003,,,,,,,0.719,0.214,0.204,0.011,0.007,1.8,,0,,,,,,0,,,,,,,,,0,,,,,,
林鞠达,2017-11-13,2雀瞒,94.93,13.5,4.8,0.8,3.3,5.3,0.609,0.015,2.4,6.6,0,93,11,,,,,,,,,,,,,0.601,0.183,0.314,0.01,0.001,1.8,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2017-11-20,3雀瞒,94.65,12,5.3,0.7,3.1,5.1,0.614,0.01,2.4,6.8,0,91,7,,,,,,,,,,,,,0.476,0.076,0.389,0.006,0.004,2.3,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2017-11-27,4雀瞒,94.36,11.2,5.5,0.7,3.1,5,0.567,0.009,2.3,6.6,0,93,9,,,,,,,,,,,,,0.555,0.194,0.212,0.004,0.001,1.8,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2017-12-04,1雀瞒,94.08,10.1,4.7,0.7,3.2,3.2,0.541,0.008,2.3,6.5,0,94,8,0,0,0,0,0.00047,0,,,,,,,0.537,0.145,0.353,0.005,0.001,1.8,,0,,,,,,0,,,,,,,,,0,,,,,,
林鞠达,2017-12-11,2雀瞒,93.78,9.3,6.6,0.7,3.1,2.6,0.607,0.01,2.4,6.6,0,90,12,,,,,,,,,,,,,0.587,0.174,0.261,0.007,0.004,1.6,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2017-12-19,3雀瞒,93.42,7.8,8.2,0.6,2.8,2.4,0.608,0.011,2.3,6.6,0,92,19,,,,,,,,,,,,,0.566,0.189,0.253,0.007,0.004,1.5,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2017-12-26,4雀瞒,93.16,7.1,9.1,0.6,3,2.5,0.583,0.012,2.3,6.9,0,91,5,,,,,,,,,,,,,0.572,0.213,0.28,0.006,0.003,1.3,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2018-01-02,1雀瞒,92.86,6.5,9.6,0.7,3,2.3,0.562,0.009,2.2,7.4,0,90,1,,,,,,,,,,,,,0.548,0.178,0.269,0.006,0.002,1.3,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2018-01-08,2雀瞒,92.6,5.9,10.2,0.7,3,3.1,0.551,0.007,2.1,7,0,93,1,,,,,,,,,,,,,0.537,0.197,0.264,0.005,0.004,0.8,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2018-01-15,3雀瞒,92.32,5.1,10.2,0.7,3,2.3,0.567,0.012,2.2,6.9,0,92,1,0,0,0,0,0.00057,0.0000001,,,,,,,0.553,0.192,0.353,0.01,0.006,0.8,,0,,,,,,0,,,,,,,,,0,,,,,,
林鞠达,2018-01-22,4雀瞒,92.12,5,10.4,0.7,2.9,2.8,0.574,0.019,2.3,6.9,0,86,3,,,,,,,,,,,,,0.53,0.181,0.282,0.012,0.011,0.8,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2018-01-29,5雀瞒,91.8,4,10.8,0.6,2.9,2.5,0.582,0.013,2.2,6.9,0,91,0,,,,,,,,,,,,,0.556,0.178,0.282,0.01,0.006,1,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2018-02-05,1雀瞒,91.41,3.6,11.5,0.7,2.9,3.1,0.498,0.011,2.3,7.1,0,92,0,0,0,0.00001,0,0.00055,0.0000004,,,,,,,0.487,0.17,0.283,0.005,0.004,1,,0,,,,,,0,,,,,,,,,0,,,,,,
林鞠达,2018-02-12,2雀瞒,91.07,3.4,11.8,0.8,3,2.7,0.563,0.015,2.2,6.8,0,92,0,,,,,,,,,,,,,0.553,0.166,0.267,0.013,0.004,1.4,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2018-02-19,3雀瞒,90.69,3.5,11.9,0.6,3,3.6,0.599,0.014,2.2,7,0,89,0,,,,,,,,,,,,,0.583,0.164,0.282,0.01,0.008,0.9,,0,,,,,,,,,,,,,,,,,,,,,
林鞠达,2018-02-26,4雀瞒,90.33,3.9,12,0.6,3,3.4,0.578,0.014,2.2,6.8,0,92,0,,,,,,,,,,,,,0.561,0.167,0.266,0.01,0.009,0.9,,0,,,,,,,,,,,,,,,,,,,,,
